0.261, 238
0.358, 237
0.448, 237
0.538, 237
0.628, 237
0.718, 237
0.808, 237
0.898, 237
0.988, 237
1.078, 236
1.168, 237
1.258, 237
1.348, 237
1.438, 237
1.528, 237
1.618, 237
1.708, 237
1.807, 238
1.898, 237
1.991, 237
2.088, 237
2.178, 237
2.268, 237
2.358, 237
2.448, 237
2.538, 237
2.628, 237
2.718, 237
2.808, 237
2.898, 238
2.991, 237
3.088, 237
3.178, 236
3.268, 237
3.358, 237
3.448, 236
3.538, 237
3.628, 236
3.718, 236
3.811, 237
3.901, 236
3.991, 237
4.081, 237
4.171, 237
4.261, 237
4.351, 237
4.441, 237
4.531, 237
4.621, 237
4.711, 238
4.801, 237
4.891, 237
4.981, 236
5.071, 237
5.161, 237
5.251, 237
5.341, 237
5.431, 236
5.521, 237
5.611, 237
5.701, 237
5.791, 237
5.881, 237
5.971, 237
6.061, 237
6.151, 237
6.241, 237
6.331, 238
6.421, 237
6.511, 237
6.601, 237
6.691, 237
6.781, 237
6.871, 237
6.961, 237
7.051, 237
7.141, 237
7.231, 237
7.321, 237
7.411, 237
7.501, 237
7.591, 237
7.681, 238
7.771, 237
7.861, 238
7.951, 238
8.041, 237
8.131, 237
8.221, 237
8.311, 235
8.401, 238
8.491, 237
8.581, 237
8.671, 237
8.761, 237
8.851, 237
8.941, 238
9.031, 237
9.121, 237
9.211, 238
9.301, 236
9.391, 237
9.481, 237
9.571, 237
9.661, 237
9.751, 237
9.841, 236
9.931, 237
10.021, 237
10.111, 237
10.201, 237
10.291, 237
10.381, 236
10.471, 237
10.561, 237
10.651, 237
10.741, 237
10.831, 237
10.921, 237
11.011, 237
11.101, 237
11.191, 237
11.281, 237
11.371, 237
11.461, 237
11.551, 237
11.641, 237
11.731, 237
11.821, 237
11.911, 239
12.001, 237
12.091, 236
12.181, 238
12.271, 237
12.361, 237
12.451, 237
12.541, 237
12.631, 237
12.721, 238
12.811, 237
12.901, 237
12.992, 237
13.091, 237
13.181, 237
13.271, 238
13.361, 238
13.451, 237
13.542, 237
13.642, 237
13.741, 238
13.831, 237
13.921, 237
14.011, 237
14.101, 237
14.191, 237
14.281, 237
14.371, 236
14.461, 237
14.551, 238
14.641, 237
14.731, 237
14.821, 237
14.911, 237
15.001, 237
15.091, 237
15.181, 237
15.271, 236
15.361, 236
15.451, 237
15.541, 237
15.631, 237
15.721, 237
15.811, 237
15.901, 238
15.991, 237
16.082, 237
16.181, 237
16.271, 237
16.361, 237
16.452, 238
16.551, 237
16.641, 237
16.731, 237
16.822, 237
16.921, 237
17.012, 237
17.102, 237
17.192, 237
17.291, 237
17.382, 237
17.472, 237
17.571, 238
17.661, 237
17.751, 237
17.841, 237
17.931, 237
18.021, 237
18.111, 237
18.201, 237
18.292, 237
18.391, 237
18.488, 238
18.579, 237
18.669, 237
18.768, 237
18.859, 237
18.959, 237
19.049, 237
19.139, 237
19.238, 237
19.328, 237
19.418, 237
19.508, 238
19.598, 237
19.688, 238
19.778, 237
19.868, 238
19.958, 237
20.048, 237
20.138, 237
20.228, 237
20.318, 237
20.408, 237
20.498, 237
20.588, 237
20.678, 237
20.768, 237
20.858, 237
20.948, 237
21.038, 237
21.128, 237
21.218, 237
21.308, 237
21.398, 237
21.488, 238
21.578, 237
21.668, 237
21.758, 237
21.848, 236
21.938, 237
22.028, 238
22.118, 237
22.208, 237
22.298, 237
22.388, 237
22.478, 237
22.568, 237
22.658, 237
22.748, 237
22.838, 237
22.928, 237
23.018, 237
23.108, 237
23.198, 238
23.288, 237
23.378, 237
23.468, 237
23.558, 237
23.648, 237
23.738, 237
23.828, 237
23.918, 239
24.008, 238
24.098, 237
24.188, 237
24.278, 237
24.369, 237
24.468, 238
24.558, 237
